category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Electronics & Tech,Turners,Real price + condition,11x HP Corded Keyboards and 7x HP Corded Mice,https://www.turners.co.nz/General-Goods/Search/computer/peripherals/21216826,10.0,,Very Tidy,Christchurch,,7,11 keyboards + 7 mice for $10 is exceptional bulk pricing; Untested but described as very tidy with only cosmetic marks; HP OEM peripherals typically reliable and in steady demand,"Bulk lot at $10 offers strong value per unit (~$0.47 each); untested status is the main risk, but cosmetic-only condition and high quantity make this a good gamble for resellers.",300,97,120,110,1100,high,HP keyboards/mice are consumable office staples with steady NZ secondhand demand.,https://www.trademe.co.nz/a/search?search_string=11x%20HP%20Corded%20Keyboards%20and%207x%20HP%20Corded%20Mice,https://www.facebook.com/marketplace/search/?query=11x%20HP%20Corded%20Keyboards%20and%207x%20HP%20Corded%20Mice,https://www.ebay.com.au/sch/i.html?_nkw=11x%20HP%20Corded%20Keyboards%20and%207x%20HP%20Corded%20Mice&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 13 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Garage Items - Diesel Engine Oil Etc,https://www.turners.co.nz/General-Goods/Search/house--garden/sheds--garages--accessories/21217160,10.0,,Tidy,Christchurch,,3,"Partially-used oil, uncertain expiry dates; Untested condition, liquidation-style lot; Limited utility, risky for engine use",Bulk partial oils with unclear dates pose contamination/warranty risk; $10 is cheap but reflects genuine hazard of using unknown-age diesel engine oil.,80,88,15,5,50,low,Buyers avoid secondhand engine oils due to contamination/age concerns.,https://www.trademe.co.nz/a/search?search_string=Garage%20Items%20-%20Diesel%20Engine%20Oil%20Etc,https://www.facebook.com/marketplace/search/?query=Garage%20Items%20-%20Diesel%20Engine%20Oil%20Etc,https://www.ebay.com.au/sch/i.html?_nkw=Garage%20Items%20-%20Diesel%20Engine%20Oil%20Etc&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 13 Sep 26
House & Garden,Turners,Real price + condition,"Garage Items - Various Oil, Trimmer Line Etc",https://www.turners.co.nz/General-Goods/Search/house--garden/sheds--garages--accessories/21367202,10.0,,Tidy,Christchurch,,2,"Mostly empty sprays and half-used liquids; Scratched containers, no testing done; Minimal remaining product value","Near-empty spray cans and mostly-depleted liquids offer almost no usable quantity; $10 reflects salvage pricing, not practical value.",60,83,8,-2,-20,low,Nearly-empty consumables have no secondary market demand.,https://www.trademe.co.nz/a/search?search_string=Garage%20Items%20-%20Various%20Oil%2C%20Trimmer%20Line%20Etc,https://www.facebook.com/marketplace/search/?query=Garage%20Items%20-%20Various%20Oil%2C%20Trimmer%20Line%20Etc,https://www.ebay.com.au/sch/i.html?_nkw=Garage%20Items%20-%20Various%20Oil%2C%20Trimmer%20Line%20Etc&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 13 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Jewellery & Watches,Turners,Real price + condition,5x Minx Miss Merivale Lanyards and 1x Beaded Bracelet,https://www.turners.co.nz/General-Goods/Search/jewellery/bracelets--charms/21366806,10.0,,Excellent,Christchurch,,5,Bulk novelty items at low price; Excellent condition lanyards; Very limited resale appeal,"Five promotional lanyards and a beaded bracelet at $10 is cheap, but these are low-demand impulse items with minimal resale value in NZ secondhand markets.",,,5,-5,-50,low,"Promotional/novelty items; niche appeal, slow-moving inventory.",https://www.trademe.co.nz/a/search?search_string=5x%20Minx%20Miss%20Merivale%20Lanyards%20and%201x%20Beaded%20Bracelet,https://www.facebook.com/marketplace/search/?query=5x%20Minx%20Miss%20Merivale%20Lanyards%20and%201x%20Beaded%20Bracelet,https://www.ebay.com.au/sch/i.html?_nkw=5x%20Minx%20Miss%20Merivale%20Lanyards%20and%201x%20Beaded%20Bracelet&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 13 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Tools,Turners,Real price + condition,ZEPRO- BZ 20-152 S Tail Lift (ex 2008 Isuzu FVZ Curtain Sider Truck),https://www.turners.co.nz/General-Goods/Search/machinery/parts/28378665,900.0,,Tidy,Turners Christchurch Trucks & Machinery,,6,Untested condition is significant risk; 2008 unit relatively old for industrial equipment; 2000kg capacity suits small-medium truck work,"Decent price for a 2000kg tail lift from a known truck, but untested status and age create uncertainty around actual working condition and remaining lifespan.",3500,74,1200,300,33,medium,Niche commercial equipment; small buyer pool but steady demand from truck operators.,https://www.trademe.co.nz/a/search?search_string=ZEPRO-%20BZ%2020-152%20S%20Tail%20Lift%20%28ex%202008%20Isuzu%20FVZ%20Curtain%20Sider%20Truck%29,https://www.facebook.com/marketplace/search/?query=ZEPRO-%20BZ%2020-152%20S%20Tail%20Lift%20%28ex%202008%20Isuzu%20FVZ%20Curtain%20Sider%20Truck%29,https://www.ebay.com.au/sch/i.html?_nkw=ZEPRO-%20BZ%2020-152%20S%20Tail%20Lift%20%28ex%202008%20Isuzu%20FVZ%20Curtain%20Sider%20Truck%29&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: unknown; Closes 13 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Trucks & Machinery,Turners,Real price + condition,1234 Vicon DMP 2800 Mower Mower,https://www.turners.co.nz/Trucks-Machinery/Used-Trucks-and-Machinery-for-Sale/vicon/dmp-2800-mower/28366763,510.0,,,Turners Christchurch Trucks & Machinery,,6,"Agricultural equipment, untested condition risky; Reversible blades suggest decent maintenance potential; Price reasonable for used farm machinery","Untested status and unknown year limit appeal, but reversible blades and typical pricing for used Vicon mowers justify mid-range score.",3500,85,700,190,37,medium,"Steady farm equipment demand, but buyers prefer tested/known-history units.",https://www.trademe.co.nz/a/search?search_string=1234%20Vicon%20DMP%202800%20Mower%20Mower,https://www.facebook.com/marketplace/search/?query=1234%20Vicon%20DMP%202800%20Mower%20Mower,https://www.ebay.com.au/sch/i.html?_nkw=1234%20Vicon%20DMP%202800%20Mower%20Mower&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only
Trucks & Machinery,Turners,Real price + condition,2008 Trailer Side Plant Trailer - Single,https://www.turners.co.nz/Trucks-Machinery/Used-Trucks-and-Machinery-for-Sale/trailer/side/28362940,350.0,,,Turners Palmerston North Trucks & Machinery,,3,"Significant structural decay noted; Poor deck and rusty ramps require repair; Niche market, limited buyer appeal",Trailer in poor condition with splitting wood and heavy rust needs substantial work before safe/reliable use; low price reflects major restoration costs ahead.,2500,86,400,50,14,low,Trailers are niche; buyers typically want roadworthy condition.,https://www.trademe.co.nz/a/search?search_string=2008%20Trailer%20Side%20Plant%20Trailer%20-%20Single,https://www.facebook.com/marketplace/search/?query=2008%20Trailer%20Side%20Plant%20Trailer%20-%20Single,https://www.ebay.com.au/sch/i.html?_nkw=2008%20Trailer%20Side%20Plant%20Trailer%20-%20Single&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only
