category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Electronics & Tech,Turners,Real price + condition,"27"" Monitor Bundle & Startech Docking Station",https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308957,29.0,,Average,Napier,,9,Three monitors plus Startech docking station; NZ$29 opening for multi-monitor office setup; Docking stations retail NZ$150–250 alone,"Three 27"" monitors plus a Startech docking station (worth NZ$150–250 new) at NZ$29 opening is exceptional value for multi-monitor workspace or resellers.",900,97,400,371,1279,high,Multi-monitor bundles and docking stations popular with remote workers.,https://www.trademe.co.nz/a/search?search_string=27%22%20Monitor%20Bundle%20%26%20Startech%20Docking%20Station,https://www.facebook.com/marketplace/search/?query=27%22%20Monitor%20Bundle%20%26%20Startech%20Docking%20Station,https://www.ebay.com.au/sch/i.html?_nkw=27%22%20Monitor%20Bundle%20%26%20Startech%20Docking%20Station&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,"AOC 27"" Monitor Bundle",https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308612,6.0,,Average,Napier,,8,Extremely low opening bid (NZ$6); Complete bundle with peripherals included; Office-grade monitor typically worth NZ$200–400,"At NZ$6 opening, a 27"" AOC monitor with keyboard, mouse, stand and cables is exceptional value even untested; typical retail is NZ$250–350.",300,98,150,144,2400,high,"27"" monitors sell consistently; bundle with peripherals adds appeal.",https://www.trademe.co.nz/a/search?search_string=AOC%2027%22%20Monitor%20Bundle,https://www.facebook.com/marketplace/search/?query=AOC%2027%22%20Monitor%20Bundle,https://www.ebay.com.au/sch/i.html?_nkw=AOC%2027%22%20Monitor%20Bundle&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,Projecta Battery Charger,https://www.turners.co.nz/General-Goods/Search/electronics/other/25373559,2.0,,Average,Napier,,7,Bargain opening bid price; Common domestic charger model; Average condition acceptable for price,"$2 opening bid on a Projecta 4A charger is strong value; untested but common brand/model, likely functional and resaleable at $25–35 if working.",60,97,30,28,1400,high,Projecta is trusted NZ brand; basic charger has broad appeal.,https://www.trademe.co.nz/a/search?search_string=Projecta%20Battery%20Charger,https://www.facebook.com/marketplace/search/?query=Projecta%20Battery%20Charger,https://www.ebay.com.au/sch/i.html?_nkw=Projecta%20Battery%20Charger&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 24 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Bradfield Fragrance Sachets w/ Retail Countertop Display - Floral,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27092697,,,New,Christchurch,Opens soon,3,"No price listed—cannot evaluate value; Bulk wholesale display pack, niche resale; New condition but retail/B2B inventory","Without an auction or buy-now price, no value comparison possible; wholesale display packs are slow-moving and unsuitable for individual secondhand resale.",45,,,,,low,"Retail display bulk pack; narrow buyer pool, awkward to list individually.",https://www.trademe.co.nz/a/search?search_string=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Floral,https://www.facebook.com/marketplace/search/?query=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Floral,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Floral&LH_Sold=1&LH_Complete=1&_sop=13,
Health & Beauty,Turners,Real price + condition,Bradfield Fragrance Sachets w/ Retail Countertop Display - Floral,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27092700,,,New,Christchurch,Opens soon,3,"No price listed—cannot evaluate value; Duplicate listing, bulk wholesale display; New condition but retail/B2B inventory",Identical duplicate with no pricing; wholesale display packs lack consumer secondhand appeal and are difficult to resell as single units.,45,,,,,low,"Retail display bulk pack; narrow buyer pool, awkward to list individually.",https://www.trademe.co.nz/a/search?search_string=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Floral,https://www.facebook.com/marketplace/search/?query=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Floral,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Floral&LH_Sold=1&LH_Complete=1&_sop=13,
Health & Beauty,Turners,Real price + condition,Bradfield Fragrance Sachets w/ Retail Countertop Display - Frangipani,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27092645,,,New,Christchurch,Opens soon,3,"No price listed—cannot evaluate value; Bulk wholesale display pack, niche resale; New condition but retail/B2B inventory","Without an auction or buy-now price, no value comparison possible; wholesale display packs are slow-moving and unsuitable for individual secondhand resale.",45,,,,,low,"Retail display bulk pack; narrow buyer pool, awkward to list individually.",https://www.trademe.co.nz/a/search?search_string=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Frangipani,https://www.facebook.com/marketplace/search/?query=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Frangipani,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20Fragrance%20Sachets%20w/%20Retail%20Countertop%20Display%20-%20Frangipani&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,3x Windoware Admire Extendable Curtain Tracks,https://www.turners.co.nz/General-Goods/Search/house--garden/carpets-rugs--curtains/27583400,23.0,,Excellent,Christchurch,,9,"All three tracks extend 210–395cm (large); Excellent condition, uniform sizing; Premium size perfect for standard/wide windows",Strongest value: three identical large-extension tracks (210–395cm) in excellent condition at $23 total; perfectly matched set for buyers with bigger windows.,75,69,50,27,117,high,Large uniform tracks highly sought for master bedrooms and lounge windows.,https://www.trademe.co.nz/a/search?search_string=3x%20Windoware%20Admire%20Extendable%20Curtain%20Tracks,https://www.facebook.com/marketplace/search/?query=3x%20Windoware%20Admire%20Extendable%20Curtain%20Tracks,https://www.ebay.com.au/sch/i.html?_nkw=3x%20Windoware%20Admire%20Extendable%20Curtain%20Tracks&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes unknown
House & Garden,Turners,Real price + condition,3x Windoware Extendable Curtain Tracks and 1x Duster,https://www.turners.co.nz/General-Goods/Search/house--garden/carpets-rugs--curtains/27583503,46.0,,Excellent,Christchurch,,8,"Mixed sizes cover wide range of windows; Bonus duster adds practical value; Excellent condition, $46 for 4 items","Best overall value: four items including bonus duster, three different extension ranges (120–220cm, 210–395cm×2) handle most window sizes at just $11.50 per track.",85,46,55,9,20,high,Variety of sizes plus bonus item increases buyer appeal and flexibility.,https://www.trademe.co.nz/a/search?search_string=3x%20Windoware%20Extendable%20Curtain%20Tracks%20and%201x%20Duster,https://www.facebook.com/marketplace/search/?query=3x%20Windoware%20Extendable%20Curtain%20Tracks%20and%201x%20Duster,https://www.ebay.com.au/sch/i.html?_nkw=3x%20Windoware%20Extendable%20Curtain%20Tracks%20and%201x%20Duster&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes unknown
House & Garden,Turners,Real price + condition,Goldair wall heater,https://www.turners.co.nz/General-Goods/Search/house--garden/heating--cooling/27582356,35.0,,Very Tidy,Christchurch,,8,Powered on and working; Very tidy condition; Well below typical secondhand resale,"GPH350 wall heaters typically resell for $80–120 secondhand; $35 for a tested, tidy unit is excellent value.",180,81,95,60,171,high,"Wall heaters are common, reliable, and consistently in demand.",https://www.trademe.co.nz/a/search?search_string=Goldair%20wall%20heater,https://www.facebook.com/marketplace/search/?query=Goldair%20wall%20heater,https://www.ebay.com.au/sch/i.html?_nkw=Goldair%20wall%20heater&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Tools,Turners,Real price + condition,2008 Isuzu FVZ roof kit,https://www.turners.co.nz/General-Goods/Search/machinery/parts/28380778,288.0,,Tidy,Turners Christchurch Trucks & Machinery,,5,"Niche truck part, limited buyer pool; Untested condition adds uncertainty; Reasonable price for OEM part","Specific OEM truck roof kit at fair market price, but untested status and narrow appeal to Isuzu FVZ owners limit value proposition.",450,36,320,32,11,low,"Very specific to 2008 Isuzu FVZ model, small NZ buyer base.",https://www.trademe.co.nz/a/search?search_string=2008%20Isuzu%20FVZ%20roof%20kit,https://www.facebook.com/marketplace/search/?query=2008%20Isuzu%20FVZ%20roof%20kit,https://www.ebay.com.au/sch/i.html?_nkw=2008%20Isuzu%20FVZ%20roof%20kit&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Motorbikes,Turners,Real price + condition,2019 NIU N1 Sport,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/niu/n1-sport/28290580,500.0,,,Dunedin,,2,Unable to start or run; Paint scratches on farings; Non-functional as-is,Non-functional scooter with cosmetic damage; same core issue as peers but slightly less visible damage doesn't offset non-working status.,2800,82,250,-250,-50,low,Non-functional unit; requires significant repairs before viable.,https://www.trademe.co.nz/a/search?search_string=2019%20NIU%20N1%20Sport,https://www.facebook.com/marketplace/search/?query=2019%20NIU%20N1%20Sport,https://www.ebay.com.au/sch/i.html?_nkw=2019%20NIU%20N1%20Sport&LH_Sold=1&LH_Complete=1&_sop=13,
Motorbikes,Turners,Real price + condition,2019 NIU N1 Sport,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/niu/n1-sport/28289170,500.0,,,Dunedin Trucks & Machinery,,2,Unable to start or run; Missing front fender; Paint and fairing damage,Non-functional scooter with cosmetic and structural damage; same condition as first item but fewer repair options apparent.,2800,82,200,-300,-60,low,Non-functional unit; requires significant repairs before viable.,https://www.trademe.co.nz/a/search?search_string=2019%20NIU%20N1%20Sport,https://www.facebook.com/marketplace/search/?query=2019%20NIU%20N1%20Sport,https://www.ebay.com.au/sch/i.html?_nkw=2019%20NIU%20N1%20Sport&LH_Sold=1&LH_Complete=1&_sop=13,
Motorbikes,Turners,Real price + condition,2019 NIU N1 Sport N1S,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/niu/n1-sport/28289189,500.0,,,Dunedin,,2,Unable to start or run; Missing front mudguard; Paint and fairing damage,Non-functional scooter with cosmetic and structural damage; price reflects non-working condition but repair costs likely exceed $500.,2800,82,200,-300,-60,low,Non-functional unit; requires significant repairs before viable.,https://www.trademe.co.nz/a/search?search_string=2019%20NIU%20N1%20Sport%20N1S,https://www.facebook.com/marketplace/search/?query=2019%20NIU%20N1%20Sport%20N1S,https://www.ebay.com.au/sch/i.html?_nkw=2019%20NIU%20N1%20Sport%20N1S&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,Tern GSD S10 GEN1 E-Cargo Bike,https://www.turners.co.nz/General-Goods/Search/sport--leisure/cycling/28393611,,,Average,Turners Hamilton,Opens soon,5,"High mileage (17,612km) suggests wear; Untested condition is concerning risk; Premium cargo bike at uncertain value","Substantial mileage and untested status create real uncertainty around mechanical condition and battery health, offsetting the appeal of this premium folding cargo bike.",4500,,2200,,,medium,Niche cargo e-bike market; mileage and untested condition deter buyers.,https://www.trademe.co.nz/a/search?search_string=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.facebook.com/marketplace/search/?query=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.ebay.com.au/sch/i.html?_nkw=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike&LH_Sold=1&LH_Complete=1&_sop=13,
Sport & Leisure,Turners,Real price + condition,Tern GSD S10 GEN1 E-Cargo Bike,https://www.turners.co.nz/General-Goods/Search/sport--leisure/cycling/28393546,,,Average,Turners Hamilton,Opens soon,4,"Very high mileage (21,621km) indicates heavy wear; Untested battery health unknown; Only one key set vs. two in peer listing","Significantly higher mileage than the comparable unit, fewer accessories (one key set), and untested status make this the weaker value of the two identical models.",4500,,1900,,,medium,Niche cargo e-bike; excessive wear and missing second key diminish appeal.,https://www.trademe.co.nz/a/search?search_string=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.facebook.com/marketplace/search/?query=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.ebay.com.au/sch/i.html?_nkw=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Trailers & Caravans,Turners,Real price + condition,2017 Mercedes Benz Hymer S830 Motorhome,https://www.turners.co.nz/buses-caravans/Used-Caravans-and-Motorhomes-for-Sale/mercedes-benz/hymer-s830/28073971,,,Good Cab Condition Good Interior Condition Good Body Length 8200 mm Canopy Removable No JLoader Tracks No Tail Lift No Meatrails No Holding Tanks No Twistlock No Trailer Hydraulics No Mechanical Condition Average Fuel Diesel Transmission Automatic - Tiptronic Chassis Number WDB9056132R706371 Wheel Config 6X2 Tyre Size Axle 1 215/75R16C Tyre Size Axle 2 215/75R16C Wheel Base 4700 mm Brake Type Back Drum Brake Type Front Drum Front Suspension Spring Rear Suspension Spring Front Axle Rating 2100 Re,Turners Napier Trucks & Machinery,,6,Very low odometer (16.5k km); Good condition across cab/interior/body; Unusual: chassis built 2000–2006 but first reg 2017,Exceptionally low mileage and good condition offset concern about older-built chassis registered late; pricing cannot be judged without active bid.,,,,,,high,"Low-mileage motorhomes with spec (solar, LPG, shower) sell quickly in NZ market.",https://www.trademe.co.nz/a/search?search_string=2017%20Mercedes%20Benz%20Hymer%20S830%20Motorhome,https://www.facebook.com/marketplace/search/?query=2017%20Mercedes%20Benz%20Hymer%20S830%20Motorhome,https://www.ebay.com.au/sch/i.html?_nkw=2017%20Mercedes%20Benz%20Hymer%20S830%20Motorhome&LH_Sold=1&LH_Complete=1&_sop=13,
Trailers & Caravans,Turners,Real price + condition,2017 Mercedes-Benz Sprinter PLATIN 8400 Motorhome,https://www.turners.co.nz/buses-caravans/Used-Caravans-and-Motorhomes-for-Sale/mercedes-benz/sprinter/27061449,,,,Turners Christchurch Trucks & Machinery,,5,"No auction price visible yet; Premium spec motorhome, 61k km; Incomplete listing details",Cannot assess value without active bid price or buy-now figure; luxury spec suggests strong demand but data gaps prevent confident scoring.,,,,,,high,Premium motorhomes consistently attract NZ buyers; strong solar/comfort specs.,https://www.trademe.co.nz/a/search?search_string=2017%20Mercedes-Benz%20Sprinter%20PLATIN%208400%20Motorhome,https://www.facebook.com/marketplace/search/?query=2017%20Mercedes-Benz%20Sprinter%20PLATIN%208400%20Motorhome,https://www.ebay.com.au/sch/i.html?_nkw=2017%20Mercedes-Benz%20Sprinter%20PLATIN%208400%20Motorhome&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Trucks & Machinery,Turners,Real price + condition,2013 Western Star 5884SS Logger,https://www.turners.co.nz/Trucks-Machinery/Used-Trucks-and-Machinery-for-Sale/western-star/5884ss/25214136,1018.0,,Poor Cab Condition Poor Interior Condition Poor Canopy Removable No JLoader Tracks No Tail Lift No Meatrails No Holding Tanks No Twistlock No Trailer Hydraulics No Fuel Diesel Transmission Manual Gears 18 Chassis Number BN6630 Tyre Size Axle 1 11R22.5 Tyre Size Axle 2 11R22.5 Tyre Size Axle 3 11R22.5 Tyre Size Axle 4 11R22.5 Wheel Base 6600 mm Brake Type Back Drum Brake Type Front Drum Brake System Full Air Front Suspension Spring Rear Suspension Air/Spring Front Axle Rating 14200 Rear Axle Rati,Turners Auckland Trucks,,2,Poor cab and interior condition; Major commercial truck requiring significant repairs; Very low auction price suggests substantial issues,"Poor condition on a 2013 logger with no special equipment justifies the low auction price, but restoration costs would far exceed resale value for most buyers.",,,8000,6982,686,low,Damaged commercial trucks have very limited NZ buyer pool.,https://www.trademe.co.nz/a/search?search_string=2013%20Western%20Star%205884SS%20Logger,https://www.facebook.com/marketplace/search/?query=2013%20Western%20Star%205884SS%20Logger,https://www.ebay.com.au/sch/i.html?_nkw=2013%20Western%20Star%205884SS%20Logger&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only
